RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Alpelisib_0.31623_24hr	925.016808108108	348.191899099099	165.056874774775	298.598604504505	793.662267567568	138.986754954955	883.773414414414	422.283844144144	215.884363063063	167.731086486486	414.44529009009	153.488144144144	147.701605405405	3707.3573045045	331.21689009009	346.962323423423	238.121315315315	395.568193693694	689.20881981982	401.809195495495	6275.26042072072
Vorinostat_0.1_24hr	790.005040350877	322.58695	157.451476315789	253.370805263158	870.068684210526	139.171492982456	1104.17876578947	383.977902631579	216.120719298246	166.35435877193	609.524979824561	152.965580701754	149.289177192982	3876.64365964912	343.60194122807	385.735263157895	230.288762280702	378.332904385965	944.365174561403	396.075096491228	7212.53677017544
Trametinib_0.0003_24hr	930.500463434675	304.085840591619	155.475642563681	258.043062448644	748.434635168447	134.146128184059	1111.83914872638	484.814145439606	226.093445357436	162.880686113394	412.729510271159	148.91382580115	145.578156943303	3034.23667625308	338.944505341002	272.08741906327	221.938905505341	398.26485620378	598.947123253903	388.744814297453	5761.44048890715
Trametinib_0.001_24hr	792.741913043478	285.462743232157	162.248233798195	262.272321575062	895.422899097621	141.945802296965	1034.37027235439	514.302321575062	210.157863002461	174.163260869565	424.641134536505	152.015527481542	150.777884331419	3328.82695734208	389.206998359311	219.806236259229	219.745895816243	397.95048564397	653.130120590648	481.90026168991	5994.93253732568
Palbociclib_3.1623_24hr	827.116496590909	167.036532954545	149.882182954545	325.023761363636	1107.11633068182	140.313843181818	1170.90192613636	384.958479545455	218.997053409091	169.334997727273	616.669278409091	149.839659090909	153.074297727273	3944.71602272727	397.306376136364	444.978281818182	298.656034090909	227.660075	929.819636363636	293.691834090909	5720.42507045455
Trametinib_0.0031623_24hr	1036.76708375635	225.664020304569	152.487452622673	330.419523688663	895.428307952623	138.271949238579	1176.17467597293	503.038712351946	224.481370558376	191.907057529611	270.415017766497	151.859614213198	148.411186125212	4120.0812927242	432.434662436548	203.308027918782	218.413660744501	293.413771573604	431.167104060914	445.809818950931	5871.12787563452
Etoposide_0.01_24hr	571.876110248447	244.611059782609	157.336312888199	214.475885869565	935.827982142857	140.387052018634	1207.30144099379	369.948202639752	191.269139751553	166.47623136646	812.915412267081	151.093069875776	148.007270186335	3285.19814829193	332.405347049689	378.626479037267	228.795430900621	348.773598602484	1062.57621506211	378.068952639752	6141.31966381988
Palbociclib_0.031623_24hr	901.035678311499	326.932088791849	158.007547307132	283.253897379913	993.073498544396	140.00388209607	1233.00755676856	408.618194323144	217.885350800582	166.987107714702	555.755327510917	152.739756186317	150.725575691412	4043.84656259098	340.630536390102	350.176639010189	242.259100436681	467.921211790393	869.898808588064	468.997475254731	5574.83430422125
DMSO_0_24hr	863.117082694952	327.646958750737	165.76964702416	277.771295226871	723.459528186997	138.987186800236	899.479042427814	424.948551168729	217.899474955804	167.846910430171	522.807858377529	149.001706540955	147.970312119426	3676.56748870556	327.788546258103	384.295172461206	239.407919662149	387.065520329994	741.122813592614	373.12518542526	7516.25711805146
Etoposide_1_24hr	624.066276595745	214.915751227496	159.081392798691	316.976361702128	1389.52891162029	149.913469721768	1544.49919148936	472.049400981997	291.909477905074	192.363515548281	791.105260229133	183.657649754501	152.766029459902	4861.47874959083	420.865821603928	464.908872340426	290.752058919804	282.986991816694	1187.57192635025	460.829112929624	7783.91722258592
Alpelisib_0.031623_24hr	901.96942248996	366.470726907631	162.143306827309	280.803919678715	829.999687550201	142.572215261044	885.659898795181	434.036083534137	215.353142971888	169.428187148594	528.3454562249	152.069023293173	149.207452208835	3941.16682329317	330.943927710843	361.787248192771	242.956911646586	447.841461044177	816.868727710843	455.914773493976	6362.31209156626
Vorinostat_0.031623_24hr	648.714505295008	299.438553706505	158.234214069592	220.627951588502	868.967189107413	141.446729954614	945.997375945537	374.531315431165	196.707214069592	161.592506051437	789.256508320726	150.95113086233	150.520679273828	3541.64036384266	308.314677004539	408.490722390318	224.407898638427	379.594012102874	1242.35348411498	437.863344175492	6927.20198108926
Trametinib_0.31623_24hr	846.373902461258	143.415876937101	143.152934366454	275.233014585232	693.037988149499	133.114666362808	902.803191431176	408.097271649954	205.247999088423	191.667916134913	181.618465815861	146.977207839562	144.412336371923	3302.02846672744	453.369059252507	175.115201458523	177.094531449407	210.29215952598	258.2922698268	273.623262534184	6895.36482041933
Neratinib_0.31623_24hr	689.296844519016	149.229553691275	148.045196868009	280.096782997763	638.798497762864	133.929772930649	945.892796420582	438.929700223714	178.914749440716	187.092197986577	170.871275167785	147.143070469799	142.291045861298	3668.45928635347	503.173684563758	190.749014541387	187.258256152125	234.086628635347	202.674543624161	243.817623042506	8803.3797147651
Dasatinib_3.1623_24hr	998.408216931217	185.671153439153	179.424018518519	320.475883597884	1611.86378835979	161.312648148148	2254.34621428571	707.442074074074	232.66764021164	402.030828042328	225.365026455026	157.768992063492	160.798227513228	7590.00501322751	754.956312169312	324.568137566138	284.516582010582	289.38285978836	387.891547619048	504.432592592593	13636.9302195767
Palbociclib_10_24hr	742.231586872587	160.325035714286	149.966558880309	285.380477799228	848.864101351351	137.405488416988	941.542662162162	360.6781496139	196.185783783784	161.059717181467	498.836637065637	147.353361003861	151.535731660232	4487.29575868726	398.688409266409	440.564760617761	270.194527027027	213.384001930502	819.659748069498	260.357732625483	8332.3373030888
Palbociclib_0.1_24hr	724.902188376754	251.68299498998	152.400863727455	283.047881763527	863.346363727455	140.612210420842	988.566513026052	394.896987975952	227.585246492986	162.272892785571	647.396924849699	150.008398797595	155.093896793587	3907.24600200401	360.220862725451	423.824927855711	279.221948897796	272.484652304609	947.589283567134	334.07774749499	8549.42123847695
Paclitaxel_0.0031623_24hr	1218.28585021552	313.419842672414	190.557464439655	334.867502155172	920.045182112069	142.123595905172	1238.87856357759	1087.2010237069	420.627016163793	186.220330818966	418.942607758621	158.387393318966	154.691610991379	5112.95975538793	425.874831896552	390.025439655172	268.639884698276	484.908595905172	678.123507543103	505.49788362069	9141.26873383621
Etoposide_0.031623_24hr	757.709485616438	316.187271917808	161.396924657534	264.703614383562	696.875310273973	141.191210273973	891.785728767123	447.249574657534	213.842856164384	164.009744520548	598.126698630137	149.90961369863	151.909517808219	3970.73913013699	323.120573972603	350.159562328767	239.695917808219	426.098866438356	876.77217260274	409.126280136986	8136.75086849315
Etoposide_3.1623_24hr	792.100121311475	384.048285245902	158.744463934426	323.822896721311	783.90711147541	142.946572131148	1057.70873442623	687.034654098361	450.808919672131	170.083498360656	372.58668852459	203.98057704918	151.41721147541	4929.16209508197	396.38387704918	467.740109836066	281.4991	301.259018032787	678.840508196721	514.052842622951	9916.95897868852
Vorinostat_1_24hr	912.813654916512	267.253159554731	146.648601113173	341.355580705009	426.674157699443	135.250957328386	589.069430426716	320.539620593692	274.457260667904	164.982749536178	231.869024118738	148.473108534323	152.9495	2721.13492207792	273.484091836735	256.682589981447	225.29906864564	228.411175324675	363.964802411874	300.195687384045	5453.06788682746
Alpelisib_0.01_24hr	679.756368946964	274.85189085319	154.84815680246	221.61139046887	628.584027671022	139.033761721753	777.203427363566	406.41970253651	199.0065311299	159.443721752498	421.21978093774	147.923036894696	147.601243658724	3589.83363566487	323.69714142967	378.828513451191	226.400474250576	321.735628747118	715.184663335895	339.157675634128	8009.16439969254
Alpelisib_10_24hr	987.904667396061	215.204371991247	146.787261487965	286.020973741794	493.469795404814	132.895475929978	774.68917833698	457.884352297593	191.201405908096	159.472818380744	179.167407002188	145.428810722101	144.517152078775	3102.0667702407	349.04895404814	265.638327133479	200.708847921225	246.932787746171	242.866033916849	244.566205689278	7492.07733479212
Palbociclib_0.31623_24hr	835.229962037037	228.903500925926	150.635312037037	299.361663888889	712.581859259259	139.030761111111	756.986938888889	396.145259259259	229.810125925926	160.874612962963	563.275918518519	149.776975	154.162628703704	3678.21856296296	343.905093518519	418.168402777778	271.662343518519	250.984333333333	748.137605555556	285.09942037037	8583.9822
Neratinib_0.0032_24hr	504.403551413882	228.97823907455	156.766284061697	200.61518251928	721.830692802057	142.316385604113	861.387431876607	362.816246786632	184.41901092545	163.174176735219	878.381900385604	149.013083547558	149.421847686375	3650.41364652956	325.094517352185	385.858713367609	228.287447943445	316.851389460154	1132.55221336761	342.23107840617	8522.54890809769
Vorinostat_3.1623_24hr	906.712777896996	171.678884120172	145.666980686695	384.006572961373	462.051125536481	132.836708154506	639.919307939914	295.095433476395	369.110076180258	170.403579399142	227.215026824034	148.06539806867	151.988896995708	2974.28841309013	296.122172746781	239.120045064378	205.443981759657	221.241841201717	290.365829399142	298.523905579399	6060.48180901288
Dasatinib_0.31623_24hr	1215.81980916031	271.061955725191	185.376838167939	377.172232061069	1541.63764274809	155.854529770992	1431.11695419847	774.753396946565	259.712352671756	276.291398473282	559.90087480916	157.398946564886	158.456493129771	6926.03519389313	771.765722137405	432.423906870229	313.29266259542	398.362851908397	764.746409160305	559.072630534351	11517.1103160305
Dasatinib_0.01_24hr	828.471162759545	347.152830542532	167.264671131949	285.666880776959	729.980303415941	140.729709979906	827.813881446751	482.542690555928	213.724831882117	168.21950703282	570.747016744809	149.749858004019	148.921647689216	4264.86891158741	370.768522438044	370.23311319491	239.919825853985	451.415815137307	752.802341594106	429.336927662425	8813.31506563965
Paclitaxel_0.01_24hr	1306.64964157706	386.061448028674	308.660711469534	369.80282437276	1355.21724014337	157.619681003584	1361.88691577061	1301.61062365591	482.11747311828	234.567417562724	694.382874551971	194.695100358423	160.629921146953	7578.31944982079	593.774892473118	446.341774193548	341.112010752688	731.573905017921	983.600224014337	703.240229390681	12325.8273584229
Palbociclib_0.01_24hr	916.624100847458	322.787512711864	168.547349152542	289.904388983051	548.346380508475	136.967309322034	760.434331355932	428.810492372881	225.399158474576	163.110956779661	285.156422033898	150.137998305085	146.412583050847	3990.70885	317.013080508475	361.344988983051	237.497037288136	308.810388135593	519.573492372881	310.796740677966	7100.18376864407
Neratinib_1_24hr	899.36376980198	159.522650990099	150.277012376238	244.178806930693	461.698589108911	131.836294554455	676.472037128713	462.378304455446	196.216472772277	170.504361386139	152.718487623762	148.311553217822	141.587048267327	3250.18132425743	427.209228960396	207.503600247525	193.036684405941	203.354044554455	193.342128712871	205.748357673267	7943.47790717822
Trametinib_0.1_24hr	865.986205784205	153.523464961068	146.701486095662	289.451361512792	502.082427141268	132.597493882091	735.235928809789	380.266218020022	207.02173971079	172.982142380423	165.587641824249	146.383707452725	142.11047942158	3330.97322914349	417.749956618465	198.771430478309	188.402427141268	202.879855394883	235.382766407119	226.905546162403	8223.89971746385
Vorinostat_10_24hr	534.600824891462	153.241966714906	148.933496382055	224.554387843705	425.406483357453	131.945426917511	715.162227206946	311.981418234443	299.976551374819	177.847696092619	160.415461649783	146.9789276411	149.544842257598	2582.83490303907	351.367228654124	217.979583212735	198.491633863965	194.187997105644	198.34986251809	271.682907380608	7658.49898118669
Alpelisib_0.1_24hr	854.4747014419	298.903263782867	156.552741306192	267.727450381679	567.721158608991	135.727106870229	693.182239185751	415.111881255301	212.193099236641	159.184254452926	365.875635284139	145.240320610687	144.611488549618	3260.99915521629	313.293990670059	388.209103477523	224.785572519084	339.405144189992	531.922223918575	291.29248346056	8258.37436810857
Etoposide_0.31623_24hr	977.365994023904	246.100636454183	150.797446215139	311.363057768924	646.247640438247	137.605731075697	785.333253984064	556.973788844621	333.194370517928	161.359336653386	517.460134462151	148.514262948207	149.649583665339	3759.4669123506	340.725434262948	441.176012948207	250.785457171315	333.526086653386	664.722960159363	326.944789840637	8648.55034561753
Trametinib_0.031623_24hr	741.346601139601	152.218972459639	144.436744539411	268.395890788224	446.703715099715	130.380835707502	695.946817663818	368.170895536562	206.323937321937	170.485941120608	168.338372269706	144.629461538462	140.894012345679	2542.70946153846	391.901475783476	196.427659069326	179.321177587844	192.426552706553	216.74345014245	197.569419753086	7165.42443019943
Neratinib_0.1_24hr	891.244375639713	186.775109518936	149.311405322416	294.125703172978	452.242792221085	134.611789150461	746.252417604913	442.780915046059	187.322527123849	168.778351074719	164.551715455476	145.077024564995	144.170473899693	3640.33954861822	373.444462640737	251.346529170931	207.940444216991	204.719942681679	220.540906857728	229.018470829069	8381.49995087001
Paclitaxel_0.00032_24hr	820.706553732568	320.762287940935	170.065871205906	272.794632485644	551.319195242002	138.175744872847	642.422360131255	454.280511894996	219.929310910582	161.081402789171	490.809929450369	147.379887612797	145.907267432322	4218.03549712879	336.425798195242	379.386840032814	246.159187038556	384.221570139459	644.363887612797	329.39037899918	8049.73602132896
Etoposide_10_24hr	852.200430434783	239.999858695652	148.7244	316.932743478261	403.495389130435	133.073539130435	729.856793478261	773.966432608696	485.268884782609	158.523460869565	198.318093478261	185.766432608696	143.568484782609	3260.78251521739	338.95122826087	417.293402173913	222.821443478261	203.708426086957	291.533569565217	256.427460869565	6916.86350869565
Palbociclib_1_24hr	764.805334261838	198.242628133705	147.037298050139	271.567259052925	574.447864902507	134.455959610028	633.544554317549	385.738364902507	220.025473537604	156.683697771588	326.541274373259	144.767750696379	146.373137883008	3685.72825487465	339.069240947075	408.390252089136	246.398328690808	206.345282729805	502.920213091922	220.711605849582	7460.49990529248
Dasatinib_10_24hr	1700.5581625	233.812783333333	189.6773	396.2308375	968.598275	145.584966666667	1388.11629166667	1019.53293333333	323.197154166667	450.537929166667	165.029641666667	156.292795833333	148.10065	6697.67020416667	1101.53980416667	354.705108333333	285.118729166667	291.051233333333	266.5392125	322.843033333333	13451.0544041667
Paclitaxel_0.1_24hr	1648.91191735537	413.874099173554	671.421152892562	260.635157024793	559.534871900826	139.543351239669	1197.18355371901	1423.85857438017	378.485400826446	193.780041322314	319.786685950413	155.256285123967	143.119723140496	4526.57825619835	654.289768595041	406.236838842975	300.529400826446	511.984429752066	339.750719008264	256.300892561983	11924.9423595041
Vorinostat_0.01_24hr	955.585969352014	297.44646497373	154.896119964974	273.653588441331	499.22742206655	134.365370402802	580.087261821366	421.486619964974	211.813059544659	156.690740805604	276.172837127846	144.055676007005	143.183929071804	3152.87238353765	319.511780210158	377.959754816112	218.204530647986	294.324310858144	441.244595446585	257.204415061296	6823.37425744308
Vorinostat_0.31623_24hr	974.625331858407	305.341628318584	162.29305199115	308.676200221239	464.206586283186	133.21464380531	618.676521017699	377.314232300885	226.345487831858	156.322692477876	314.932907079646	145.255370575221	143.292703539823	2758.24107300885	302.055565265487	367.677793141593	211.399915929204	280.283069690266	409.258112831858	246.393453539823	7373.71577433628
Dasatinib_0.031623_24hr	642.383171293562	231.321585351447	154.597949793266	211.147818665092	356.096955109273	129.01244772593	514.051868871825	367.123998227998	182.89802776137	154.970639102185	220.275161252215	145.323732427643	139.013316007088	1557.62484583579	296.877289427053	301.180551683402	193.145896633196	235.604495569994	260.251784406379	194.665940342587	4491.40391848789
Paclitaxel_0.031623_24hr	436.378955213904	191.843080882353	222.207364973262	169.168110294118	238.346572860963	127.614467245989	377.23602473262	401.013806149733	201.910571524064	153.832828208556	169.555059491979	145.382860294118	139.200719251337	1183.43026002674	252.469282754011	220.72204144385	194.882336229947	235.93838302139	192.805732620321	179.141461229947	2429.37101537433
Paclitaxel_0.001_24hr	943.96139213894	332.321112431444	179.540663619744	297.42118464351	569.985314442413	137.790595978062	685.981722120658	569.161675502742	248.539747714808	167.667988117002	354.434469835466	148.365048446069	146.555161791591	4141.27759597806	354.941716636197	374.385972577697	253.715005484461	374.184237659963	479.680031992687	322.603230347349	9014.08420109689
Dasatinib_0.1_48hr	4744.80424963504	1251.56852992701	323.090664233577	1835.19834744526	2804.56455328467	231.711367883212	2837.75050510949	1413.35393576642	554.12597080292	1198.74242773723	573.403376642336	353.128210218978	209.15762919708	5658.08934160584	735.979766423358	406.047353284672	543.954249635036	1793.22206423358	863.011865693431	2960.9503459854	5404.32148321168
Neratinib_0.01_48hr	5581.22700309917	1894.10681921488	363.401173553719	984.861238636364	1530.98078822314	186.898783057851	1339.20223347107	1156.44329545455	508.284279958678	461.593251033058	376.716992768595	300.765438016529	180.95202892562	3360.34177272727	385.065236570248	341.346355371901	461.119767561983	2408.78060640496	497.375666322314	2347.21523760331	3228.56554338843
Dasatinib_1_48hr	6342.46821726191	633.594779761905	211.450517857143	1564.15238988095	2932.12119642857	200.165794642857	3446.50800892857	1791.45747619048	707.273059523809	1865.81071428571	446.045672619048	265.411901785714	194.338994047619	6950.43436309524	1146.47788690476	469.170625	623.953779761905	1167.87091071429	649.520860119048	1977.16216369048	5990.401875
Etoposide_0.1_48hr	4576.46041438032	1761.65772280038	266.916245033113	976.746948912015	2029.88815231788	216.507793755913	1492.94564333018	1390.51045979186	858.752596972564	427.907255439924	555.76257615894	357.586454115421	206.449575212867	4947.77426868496	402.77243140965	420.933666035951	599.091824030274	2837.50774550615	784.037	3050.97518732261	3569.48791579943
Paclitaxel_0.0001_48hr	4969.77628449612	1972.31118914729	380.65586744186	951.529182945736	1902.55084806202	203.133810077519	1479.46312945736	1049.40223023256	518.189799224806	388.656347286822	457.627853488372	316.753487596899	195.450685271318	5356.79475891473	406.215653488372	392.771608527132	495.635465116279	2474.34048914729	733.489908527132	2636.63786511628	4227.34926511628
Alpelisib_1_48hr	4373.45973399015	1650.72079901478	269.123228571429	835.925055172414	1475.71139507389	243.817290640394	1379.59734384236	1021.5225546798	485.536311330049	368.354350738916	373.01180591133	281.434765517241	182.398109359606	4613.0970226601	444.610246305419	347.028476847291	422.914838423645	1876.451208867	502.993031527094	2219.0188955665	3580.50675862069
Neratinib_0.031623_48hr	4733.6023427283	1096.55954678692	244.588418263811	653.1623156708	1038.845421646	164.955394588501	1164.379	1206.456578354	378.220559188275	366.844689966178	240.093310033822	267.108483652762	165.804607666291	3655.30004847802	397.805400225479	257.749579481398	366.689311161218	1148.0760011274	322.795378804961	1679.61500789177	3269.8462638106
Alpelisib_3.1623_48hr	4476.19006462985	1179.05572385429	315.917054054054	594.837839012926	969.034774383079	153.454445358402	1289.5659012926	1028.71500470035	447.33589306698	284.76723266745	214.661663924794	221.384074030552	161.164537015276	3618.38562044653	484.851273795535	301.865132784959	378.18047826087	1080.39040070505	280.333971797885	1189.43422209166	3677.4547027027
Neratinib_0.001_48hr	3584.37819928058	1675.49095107914	285.795217985611	678.566702158273	1493.67605683453	208.967456834532	1232.42700071942	960.537876258993	410.280442446043	318.79267266187	400.819699280576	282.372579136691	193.380164748201	4809.12948057554	349.692414388489	332.721118705036	428.486266906475	2164.55696690647	624.634658992806	2711.06547985611	4984.3476942446
Trametinib_0.01_48hr	4252.26860531496	273.662123031496	172.50338484252	1004.79189074803	955.639313976378	154.08517519685	1062.80270177165	1113.15787401575	618.616440944882	693.273545275591	183.224793307087	217.694328740157	168.474784448819	3630.49896653543	387.614292322835	197.62767519685	269.225932086614	552.788090551181	250.447211614173	1265.23665649606	5061.96068897638
Alpelisib_0.31623_48hr	4128.15066396396	1680.59647657658	321.79282972973	735.872971171171	1061.85174504504	192.295201801802	811.036836936937	1169.72712612613	477.164455855856	286.155015315315	298.739663063063	229.483641441441	187.078892792793	4826.04293513513	378.380572972973	350.046296396396	410.872140540541	1914.02366486486	484.398909009009	2036.78248018018	6271.40018648649
Vorinostat_0.1_48hr	3491.09375789474	1709.45704561403	314.124856140351	611.722842105263	1170.01966666667	200.178731578947	975.01292631579	977.440530701754	502.291194736842	283.056387719298	392.821398245614	239.797078070175	198.036662280702	5254.1819122807	350.400849122807	379.028483333333	432.265505263158	2030.38284035088	633.740990350877	2145.09718596491	7058.16238245614
Trametinib_0.0003_48hr	3850.31889482334	1377.03930649137	272.776824157765	568.820230895645	935.122778964667	172.693069843878	962.582800328677	1352.20986852917	514.956585045193	255.671291700904	277.237599835661	201.938218570255	180.854433032046	3854.76322185703	337.933974527527	263.677573541495	414.105340180772	2113.60244617913	412.038460969597	1859.7961906327	5540.10261133936
Trametinib_0.001_48hr	2432.37324036095	948.76313535685	263.332739950779	525.420355209188	1103.05059721083	207.772223954061	908.068200164069	1237.25470631665	424.493959803117	304.090599671862	299.095488105004	221.456399507793	205.967701394586	4067.04202050861	365.805865463495	214.224315012305	371.726064807219	1470.60122067268	450.218679245283	2348.25858572601	5656.82841755537
Palbociclib_3.1623_48hr	4223.64737272727	328.248707954545	156.414327272727	912.585376136364	1541.93941704545	200.319731818182	1065.51680113636	943.468515909091	654.449127272727	327.345379545455	411.749801136364	194.220917045455	273.955856818182	5351.97395568182	422.490319318182	437.810177272727	763.050222727273	622.190305681818	641.5759625	1411.32977045455	5896.03605454545
Trametinib_0.0031623_48hr	4360.63355160745	697.124585448393	201.561430626058	760.008758037225	1010.07214128596	179.317141285956	950.916854483926	1454.85847377327	576.618560067682	423.470539763113	208.068453468697	209.03753891709	197.6704678511	4693.55112013536	382.533363790186	201.391101522843	372.530957698816	1007.18159052453	309.435265651438	1913.53306514382	5273.37135532995
Etoposide_0.01_48hr	1512.06951630435	899.381619565217	278.643170031056	513.245766304348	1496.07201552795	224.801845496894	1212.2288447205	668.50263431677	344.764417701863	321.845538043478	566.742214285714	234.04063742236	196.800906832298	5154.26631055901	342.890254658385	377.365269409938	420.040101708075	1418.70991304348	835.359655279503	1995.8755636646	6665.00389906832
Palbociclib_0.031623_48hr	4253.20334352256	1725.30841193595	297.109386462882	703.350517467249	1438.45414628821	204.508557496361	1138.15440247453	1097.5490713246	518.166794032023	288.127988355167	385.950409024745	247.668122998544	200.447212518195	5567.73318122271	359.617961426492	357.062128820961	483.993516739447	2903.97447088792	615.785309315866	2606.81316885007	5833.77592576419
DMSO_0_48hr	3559.69583657435	1436.84968218425	336.288953250835	648.203781378904	1016.74458652524	193.768010214103	803.813362797093	1103.07466372029	454.37890689452	271.47904576704	366.956065409546	199.144931840503	184.143638381457	5027.64192653703	347.600084659203	386.569056570418	409.509962089963	1900.93113474759	544.366131801218	1695.46687330583	7433.99777705755
Etoposide_1_48hr	1697.93745826514	951.301792144026	175.737736497545	1100.81231096563	2198.22106382979	266.509189852701	1477.92101636661	1189.20459410802	1242.90883797054	513.533518821604	548.113468085106	604.329206219313	217.111173486088	7369.78776923077	439.295127659574	461.292692307692	633.361399345335	1006.22381996727	904.690672667758	2625.73897217676	8116.75014566285
Alpelisib_0.031623_48hr	3954.66936706827	1803.85023373494	337.624702811245	685.317620080321	1143.16570441767	203.577314056225	812.06373815261	1153.4243686747	467.949518875502	296.352695582329	375.19826746988	218.331283534137	195.070412048193	5270.14278795181	360.459084337349	368.812401606426	430.111313253012	2417.51177188755	598.309945381526	2272.72219437751	6484.71200401606
Vorinostat_0.031623_48hr	2447.56979349471	1422.44567927383	320.252267019667	515.838133888048	1293.60895839637	216.467658850227	875.508488653555	913.048380484115	386.013894856278	265.735923600605	486.384054462935	220.775091527988	200.277791981846	5365.19322617247	324.337449319213	399.580950075643	397.658591527988	2094.40088048412	820.600870650529	2510.59887140696	7012.66533585477
Trametinib_0.31623_48hr	4028.67324886053	149.04336189608	146.842621695533	644.409214220602	722.010212397448	147.202804922516	673.453190519599	1078.76090337283	582.755326344576	521.447311759344	160.724507748405	162.548752051048	172.043023701003	3539.9831349134	410.128238833181	174.571295350957	202.2037301732	528.511520510483	216.640786690975	992.182499544212	5586.81638377393
Neratinib_0.31623_48hr	2107.72613534676	156.595180089485	153.021428411633	466.927294183445	692.065957494407	145.193542505593	794.891548098434	871.997086129754	333.471055928412	466.962459731544	172.103219239374	166.84016442953	153.825530201342	4206.53054809843	586.072172259508	192.00386689038	206.83958836689	508.503139821029	200.512616331096	695.41292393736	8064.71040268456
